"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"green",698,684,4,4.61346218622085e-12,7.76999301403315e-08,66,0.0964912280701754,0.126679462571977,521,"GO:0005740","CC","mitochondrial envelope","The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."
"green",698,684,5,5.33827634591182e-12,8.99072502178468e-08,63,0.0921052631578947,0.12962962962963,486,"GO:0031966","CC","mitochondrial membrane","Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope."
"green",698,684,6,1.03146194260541e-11,1.73718820373603e-07,83,0.121345029239766,0.110666666666667,750,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"green",698,684,7,2.69909061855907e-11,4.54580841977719e-07,51,0.0745614035087719,0.141274238227147,361,"GO:0005743","CC","mitochondrial inner membrane","The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"green",698,684,8,8.38264738826412e-11,1.41180547313144e-06,303,0.442982456140351,0.0686919065971435,4411,"GO:0003824","MF","catalytic activity","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"green",698,684,9,1.96569370063119e-10,3.31062133060305e-06,38,0.0555555555555556,0.161702127659574,235,"GO:0048037","MF","cofactor binding","Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate."
"green",698,684,10,4.58060365123521e-10,7.71465266941035e-06,51,0.0745614035087719,0.130769230769231,390,"GO:0019866","CC","organelle inner membrane","The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."
"green",698,684,11,4.60318100490893e-10,7.75267744846762e-06,69,0.100877192982456,0.111650485436893,618,"GO:0016491","MF","oxidoreductase activity","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"green",698,684,12,3.50749677101863e-09,5.90732606174958e-05,22,0.0321637426900585,0.222222222222222,99,"GO:0016627","MF","oxidoreductase activity, acting on the CH-CH group of donors","Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."
"green",698,684,13,1.02561604327134e-08,0.000172734254007759,32,0.0467836257309941,0.157635467980296,203,"GO:0005759","CC","mitochondrial matrix","The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"green",698,684,14,1.84194890589131e-08,0.000310221034730214,74,0.108187134502924,0.0993288590604027,745,"GO:0055114","BP","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"green",698,684,15,1.22641088690469e-07,0.00206552121572487,25,0.0365497076023392,0.167785234899329,149,"GO:0046395","BP","carboxylic acid catabolic process","The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."
"green",698,684,16,3.32603846826891e-07,0.00560171398825849,48,0.0701754385964912,0.110344827586207,435,"GO:0032787","BP","monocarboxylic acid metabolic process","The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
"green",698,684,17,3.84562701747784e-07,0.00647680502283618,121,0.176900584795322,0.0789302022178734,1533,"GO:0031090","CC","organelle membrane","A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."
"green",698,684,18,4.35460549026874e-07,0.00733402656671061,515,0.752923976608187,0.0573496659242762,8980,"GO:0043227","CC","membrane-bounded organelle","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"green",698,684,19,5.51716264594617e-07,0.00929200532830254,12,0.0175438596491228,0.292682926829268,41,"GO:0030170","MF","pyridoxal phosphate binding","Interacting selectively and non-covalently with pyridoxal 5' phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5' phosphate, the biologically active form of vitamin B6."
"green",698,684,20,8.07011272790388e-07,0.0135916838563357,26,0.0380116959064327,0.148571428571429,175,"GO:0050662","MF","coenzyme binding","Interacting selectively and non-covalently with a coenzyme, any of various nonprotein organic cofactors that are required, in addition to an enzyme and a substrate, for an enzymatic reaction to proceed."
"greenyellow",171,170,1,0.00230548327970799,1,2,0.0117647058823529,0.333333333333333,6,"GO:0071569","BP","protein ufmylation","Covalent attachment of the ubiquitin-like protein UFM1 to another protein."
"greenyellow",171,170,2,0.00230548327970799,1,2,0.0117647058823529,0.333333333333333,6,"GO:0015288","MF","porin activity","Catalysis of the transfer of substances, sized less than 1000 Da, from one side of the membrane to the other. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria."
"greenyellow",171,170,3,0.00320089458581767,1,2,0.0117647058823529,0.285714285714286,7,"GO:0008216","BP","spermidine metabolic process","The chemical reactions and pathways involving spermidine, N-(3-aminopropyl)-1,4-diaminobutane."
"greenyellow",171,170,4,0.00320089458581767,1,2,0.0117647058823529,0.285714285714286,7,"GO:0019673","BP","GDP-mannose metabolic process","The chemical reactions and pathways involving GDP-mannose, a substance composed of mannose in glycosidic linkage with guanosine diphosphate."
"greenyellow",171,170,5,0.00342356113070594,1,7,0.0411764705882353,0.0454545454545455,154,"GO:0000209","BP","protein polyubiquitination","Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."
"greenyellow",171,170,6,0.00423248205640911,1,2,0.0117647058823529,0.25,8,"GO:0010388","BP","cullin deneddylation","The modification of cullins by removal of ubiquitin-like protein NEDD8 (RUB1)."
"greenyellow",171,170,7,0.00539670000846392,1,2,0.0117647058823529,0.222222222222222,9,"GO:0000338","BP","protein deneddylation","The removal of a ubiquitin-like protein of the NEDD8 type from a protein."
"greenyellow",171,170,8,0.00660683612191101,1,6,0.0352941176470588,0.0454545454545455,132,"GO:0005741","CC","mitochondrial outer membrane","The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."
"greenyellow",171,170,9,0.00669006973433593,1,2,0.0117647058823529,0.2,10,"GO:0012510","CC","trans-Golgi network transport vesicle membrane","The lipid bilayer surrounding a vesicle transporting substances between the trans-Golgi network and other parts of the cell."
"greenyellow",171,170,10,0.00669006973433593,1,2,0.0117647058823529,0.2,10,"GO:0004467","MF","long-chain fatty acid-CoA ligase activity","Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; a long-chain fatty acid is a fatty acid with a chain length between C13 and C22."
"greenyellow",171,170,11,0.00723871208726649,1,17,0.1,0.0243553008595989,698,"GO:0044265","BP","cellular macromolecule catabolic process","The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells."
"greenyellow",171,170,12,0.00775521009639934,1,9,0.0529411764705882,0.0330882352941176,272,"GO:0045666","BP","positive regulation of neuron differentiation","Any process that activates or increases the frequency, rate or extent of neuron differentiation."
"greenyellow",171,170,13,0.00810917839125018,1,2,0.0117647058823529,0.181818181818182,11,"GO:0015858","BP","nucleoside transport","The directed movement of a nucleoside, a nucleobase linked to either beta-D-ribofuranose (ribonucleoside) or 2-deoxy-beta-D-ribofuranose, (a deoxyribonucleotide), into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"greenyellow",171,170,14,0.00810917839125018,1,2,0.0117647058823529,0.181818181818182,11,"GO:0016486","BP","peptide hormone processing","The generation of a mature peptide hormone by posttranslational processing of a prohormone."
"greenyellow",171,170,15,0.00810917839125018,1,2,0.0117647058823529,0.181818181818182,11,"GO:0031527","CC","filopodium membrane","The portion of the plasma membrane surrounding a filopodium."
"greenyellow",171,170,16,0.00871094658487403,1,10,0.0588235294117647,0.0305810397553517,327,"GO:0004842","MF","ubiquitin-protein transferase activity","Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages."
"greenyellow",171,170,17,0.0096506779079163,1,2,0.0117647058823529,0.166666666666667,12,"GO:0046930","CC","pore complex","Any small opening in a membrane that allows the passage of gases and/or liquids."
"greenyellow",171,170,18,0.00965964876351167,1,3,0.0176470588235294,0.0857142857142857,35,"GO:1901264","BP","carbohydrate derivative transport","The directed movement of a carbohydrate derivative into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"greenyellow",171,170,19,0.00994347171225636,1,6,0.0352941176470588,0.0416666666666667,144,"GO:0005802","CC","trans-Golgi network","The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
"greenyellow",171,170,20,0.00994347171225636,1,6,0.0352941176470588,0.0416666666666667,144,"GO:0031968","CC","organelle outer membrane","The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope."
"grey",996,964,1,4.07582238111316e-07,0.00686450005427078,13,0.0134854771784232,0.371428571428571,35,"GO:0016709","MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from NADH or NADPH and one other donor, and one atom of oxygen is incorporated into one donor."
"grey",996,964,2,9.18705562024414e-07,0.0154728390756152,20,0.020746887966805,0.24390243902439,82,"GO:0004497","MF","monooxygenase activity","Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water."
"grey",996,964,3,9.97038986975154e-07,0.0167921306186355,35,0.0363070539419087,0.172413793103448,203,"GO:0008202","BP","steroid metabolic process","The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."
"grey",996,964,4,2.55718447667749e-06,0.0430681009562023,102,0.105809128630705,0.112458654906284,907,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"grey",996,964,5,7.39349243392311e-06,0.124521199572133,65,0.0674273858921162,0.124760076775432,521,"GO:0043086","BP","negative regulation of catalytic activity","Any process that stops or reduces the activity of an enzyme."
"grey",996,964,6,1.29937096631515e-05,0.218840058146798,18,0.0186721991701245,0.222222222222222,81,"GO:0020037","MF","heme binding","Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring."
"grey",996,964,7,1.70085084889724e-05,0.286457299971274,84,0.0871369294605809,0.113055181695828,743,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"grey",996,964,8,1.71612383448557e-05,0.28902957620406,83,0.0860995850622407,0.113387978142077,732,"GO:0044092","BP","negative regulation of molecular function","Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."
"grey",996,964,9,2.3225635354714e-05,0.391166150644093,47,0.0487551867219917,0.133903133903134,351,"GO:0051051","BP","negative regulation of transport","Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"grey",996,964,10,2.35138034518575e-05,0.396019477736184,35,0.0363070539419087,0.150214592274678,233,"GO:0005578","CC","proteinaceous extracellular matrix","A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity. An example of this component is found in Mus musculus."
"grey",996,964,11,4.26849572445273e-05,0.718900049912329,18,0.0186721991701245,0.204545454545455,88,"GO:0046906","MF","tetrapyrrole binding","Interacting selectively and non-covalently with a tetrapyrrole, a compound containing four pyrrole nuclei variously substituted and linked to each other through carbons at the alpha position."
"grey",996,964,12,4.39480914724807e-05,0.74017375657952,26,0.0269709543568465,0.166666666666667,156,"GO:0004930","MF","G-protein coupled receptor activity","Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"grey",996,964,13,6.49240880680025e-05,1,38,0.0394190871369295,0.138686131386861,274,"GO:0031012","CC","extracellular matrix","A structure lying external to one or more cells, which provides structural support for cells or tissues; may be completely external to the cell (as in animals and bacteria) or be part of the cell (as in plants)."
"grey",996,964,14,6.79634578757884e-05,1,18,0.0186721991701245,0.197802197802198,91,"GO:0043271","BP","negative regulation of ion transport","Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"grey",996,964,15,6.91199276681205e-05,1,77,0.0798755186721992,0.111111111111111,693,"GO:0044255","BP","cellular lipid metabolic process","The chemical reactions and pathways involving lipids, as carried out by individual cells."
"grey",996,964,16,7.30526865853226e-05,1,20,0.020746887966805,0.185185185185185,108,"GO:0006694","BP","steroid biosynthetic process","The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."
"grey",996,964,17,7.65132155360541e-05,1,25,0.0259336099585062,0.164473684210526,152,"GO:0016705","MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor."
"grey",996,964,18,7.65958824454403e-05,1,19,0.0197095435684647,0.19,100,"GO:0016125","BP","sterol metabolic process","The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."
"grey",996,964,19,8.48341637729752e-05,1,6,0.00622406639004149,0.5,12,"GO:0004984","MF","olfactory receptor activity","Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell."
"grey",996,964,20,9.64088753771107e-05,1,53,0.0549792531120332,0.12183908045977,435,"GO:0032787","BP","monocarboxylic acid metabolic process","The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
"grey60",119,117,1,1.41072805500173e-08,0.000237594819023392,14,0.11965811965812,0.0600858369098712,233,"GO:0005578","CC","proteinaceous extracellular matrix","A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity. An example of this component is found in Mus musculus."
"grey60",119,117,2,1.07736504279769e-07,0.00181449820507987,14,0.11965811965812,0.0510948905109489,274,"GO:0031012","CC","extracellular matrix","A structure lying external to one or more cells, which provides structural support for cells or tissues; may be completely external to the cell (as in animals and bacteria) or be part of the cell (as in plants)."
"grey60",119,117,3,2.00291828128848e-06,0.0337331496934606,10,0.0854700854700855,0.0595238095238095,168,"GO:0030246","MF","carbohydrate binding","Interacting selectively and non-covalently with any carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates."
"grey60",119,117,4,0.000157546160217538,1,5,0.0427350427350427,0.0847457627118644,59,"GO:0005581","CC","collagen trimer","A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."
"grey60",119,117,5,0.000223937830439939,1,2,0.0170940170940171,0.666666666666667,3,"GO:1903966","BP","monounsaturated fatty acid biosynthetic process","The chemical reactions and pathways resulting in the formation of monounsaturated fatty acid."
"grey60",119,117,6,0.000223937830439939,1,2,0.0170940170940171,0.666666666666667,3,"GO:0008184","MF","glycogen phosphorylase activity","Catalysis of the reaction: glycogen + phosphate = maltodextrin + alpha-D-glucose 1-phosphate."
"grey60",119,117,7,0.000223937830439939,1,2,0.0170940170940171,0.666666666666667,3,"GO:0032896","MF","palmitoyl-CoA 9-desaturase activity","Catalysis of the reaction: palmitoyl-CoA + AH2 + O2 = palmitoleic acid (16:1delta9) + A + 2 H2O."
"grey60",119,117,8,0.000299233153230625,1,42,0.358974358974359,0.0143835616438356,2920,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"grey60",119,117,9,0.000445323263738208,1,2,0.0170940170940171,0.5,4,"GO:0005610","CC","laminin-5 complex","A laminin complex composed of alpha3, beta3 and gamma2 polypeptide chains."
"grey60",119,117,10,0.000562044194110556,1,3,0.0256410256410256,0.157894736842105,19,"GO:0008209","BP","androgen metabolic process","The chemical reactions and pathways involving androgens, C19 steroid hormones that can stimulate the development of male sexual characteristics."
"grey60",119,117,11,0.000657048011027079,1,3,0.0256410256410256,0.15,20,"GO:0005605","CC","basal lamina","A thin sheet of proteoglycans and glycoproteins, especially laminin, secreted by cells as an extracellular matrix."
"grey60",119,117,12,0.000692336010043491,1,16,0.136752136752137,0.0215343203230148,743,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"grey60",119,117,13,0.000737978490595919,1,2,0.0170940170940171,0.4,5,"GO:0072174","BP","metanephric tubule formation","The developmental process pertaining to the initial formation of a metanephric tubule."
"grey60",119,117,14,0.000737978490595919,1,2,0.0170940170940171,0.4,5,"GO:0036156","CC","inner dynein arm","Inner arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes. The structure of inner dynein arms is complex and may vary within the axoneme. Inner dynein arms are heteromeric, comprising 8 different heavy chains and various subunits. Inner and outer dynein arms have different functions in the generation of microtubule-based motility."
"grey60",119,117,15,0.000737978490595919,1,2,0.0170940170940171,0.4,5,"GO:0004645","MF","phosphorylase activity","Catalysis of the reaction: 1,4-alpha-D-glucosyl(n) + phosphate = 1,4-alpha-D-glucosyl(n-1) + alpha-D-glucose 1-phosphate. The name should be qualified in each instance by adding the name of the natural substrate, e.g. maltodextrin phosphorylase, starch phosphorylase, glycogen phosphorylase."
"grey60",119,117,16,0.00110066760906793,1,2,0.0170940170940171,0.333333333333333,6,"GO:0072173","BP","metanephric tubule morphogenesis","The process in which the anatomical structures of a metanephric tubule are generated and organized from an epithelium. A metanephric tubule is an epithelial tube that is part of the metanephros."
"grey60",119,117,17,0.00110066760906793,1,2,0.0170940170940171,0.333333333333333,6,"GO:0005587","CC","collagen type IV trimer","A collagen heterotrimer containing type IV alpha chains; [alpha1(IV)]2alpha2(IV) trimers are commonly observed, although more type IV alpha chains exist and may be present in type IV trimers; type IV collagen triple helices associate to form 3 dimensional nets within basement membranes."
"grey60",119,117,18,0.00123259968926273,1,5,0.0427350427350427,0.0543478260869565,92,"GO:0030879","BP","mammary gland development","The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."
"grey60",119,117,19,0.00123259968926273,1,5,0.0427350427350427,0.0543478260869565,92,"GO:0005604","CC","basement membrane","A thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers."
"grey60",119,117,20,0.00174298065168764,1,39,0.333333333333333,0.0135793871866295,2872,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
"lightcyan",125,120,1,1.03111900701765e-24,1.73661063161912e-20,33,0.275,0.092436974789916,357,"GO:0045087","BP","innate immune response","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."
"lightcyan",125,120,2,2.49889022251751e-22,4.20863091276398e-18,42,0.35,0.0537084398976982,782,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"lightcyan",125,120,3,1.35971323578459e-21,2.2900290317084e-17,39,0.325,0.0571010248901903,683,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"lightcyan",125,120,4,9.96909037520535e-19,1.67899420099209e-14,50,0.416666666666667,0.0350140056022409,1428,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"lightcyan",125,120,5,2.38476689359763e-17,4.01642440219712e-13,30,0.25,0.0612244897959184,490,"GO:0002684","BP","positive regulation of immune system process","Any process that activates or increases the frequency, rate, or extent of an immune system process."
"lightcyan",125,120,6,4.98921516606997e-16,8.40283618269505e-12,35,0.291666666666667,0.0449293966623877,779,"GO:0002682","BP","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process."
"lightcyan",125,120,7,7.08651344089846e-13,1.19351059371612e-08,20,0.166666666666667,0.0704225352112676,284,"GO:0050778","BP","positive regulation of immune response","Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"lightcyan",125,120,8,9.26095779141575e-13,1.55973051123024e-08,22,0.183333333333333,0.0606060606060606,363,"GO:0050776","BP","regulation of immune response","Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"lightcyan",125,120,9,3.32395067627532e-12,5.59819772898289e-08,22,0.183333333333333,0.0568475452196382,387,"GO:0034097","BP","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"lightcyan",125,120,10,1.4310325666693e-10,2.41014504878444e-06,15,0.125,0.0785340314136126,191,"GO:0002253","BP","activation of immune response","Any process that initiates an immune response."
"lightcyan",125,120,11,1.55662174112618e-10,2.62166233640472e-06,50,0.416666666666667,0.0218340611353712,2290,"GO:0006950","BP","response to stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
"lightcyan",125,120,12,3.15289414383506e-10,5.31010431704701e-06,15,0.125,0.0742574257425743,202,"GO:0002250","BP","adaptive immune response","An immune response based on directed amplification of specific receptors for antigen produced through a somatic diversification process, and allowing for enhanced response to subsequent exposures to the same antigen (immunological memory)."
"lightcyan",125,120,13,3.54395475125828e-10,5.96872859206919e-06,10,0.0833333333333333,0.149253731343284,67,"GO:0019724","BP","B cell mediated immunity","Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."
"lightcyan",125,120,14,6.00089569339181e-10,1.01067085268105e-05,13,0.108333333333333,0.0884353741496599,147,"GO:0045088","BP","regulation of innate immune response","Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
"lightcyan",125,120,15,7.26470111770023e-10,1.22352096224307e-05,6,0.05,0.461538461538462,13,"GO:0002495","BP","antigen processing and presentation of peptide antigen via MHC class II","The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."
"lightcyan",125,120,16,7.49700705031016e-10,1.26264592741324e-05,21,0.175,0.0452586206896552,464,"GO:0051707","BP","response to other organism","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."
"lightcyan",125,120,17,7.63058495732489e-10,1.28514311851266e-05,17,0.141666666666667,0.0586206896551724,290,"GO:0098542","BP","defense response to other organism","Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."
"lightcyan",125,120,18,8.64928553697249e-10,1.45671267013691e-05,14,0.116666666666667,0.0765027322404372,183,"GO:0002443","BP","leukocyte mediated immunity","Any process involved in the carrying out of an immune response by a leukocyte."
"lightcyan",125,120,19,1.07799348617627e-09,1.81555662941808e-05,5,0.0416666666666667,0.714285714285714,7,"GO:0042613","CC","MHC class II protein complex","A transmembrane protein complex composed of an MHC class II alpha and MHC class II beta chain, and with or without a bound peptide or polysaccharide antigen."
"lightcyan",125,120,20,1.26208537396358e-09,2.12560418682946e-05,6,0.05,0.428571428571429,14,"GO:0002504","BP","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","The process in which an antigen-presenting cell expresses antigen (peptide or polysaccharide) on its cell surface in association with an MHC class II protein complex."
"lightgreen",96,96,1,1.31166134261695e-06,0.0220910003323546,17,0.177083333333333,0.027823240589198,611,"GO:0022857","MF","transmembrane transporter activity","Enables the transfer of a substance from one side of a membrane to the other."
"lightgreen",96,96,2,5.94791020920805e-06,0.100174703743482,14,0.145833333333333,0.029723991507431,471,"GO:0008289","MF","lipid binding","Interacting selectively and non-covalently with a lipid."
"lightgreen",96,96,3,1.04188544467568e-05,0.175474346592278,18,0.1875,0.02275600505689,791,"GO:0005215","MF","transporter activity","Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
"lightgreen",96,96,4,1.81622709931969e-05,0.305888968067422,5,0.0520833333333333,0.108695652173913,46,"GO:0009410","BP","response to xenobiotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a xenobiotic compound stimulus. Xenobiotic compounds are compounds foreign to living organisms."
"lightgreen",96,96,5,5.04476482019977e-05,0.849639291018045,2,0.0208333333333333,1,2,"GO:1902861","BP","copper ion import into cell","The directed movement of copper ions from outside of a cell into the cytoplasmic compartment. This may occur via transport across the plasma membrane or via endocytosis."
"lightgreen",96,96,6,7.64975165027615e-05,1,48,0.5,0.011508031647087,4171,"GO:0043167","MF","ion binding","Interacting selectively and non-covalently with ions, charged atoms or groups of atoms."
"lightgreen",96,96,7,9.602051011692e-05,1,4,0.0416666666666667,0.117647058823529,34,"GO:0006778","BP","porphyrin-containing compound metabolic process","The chemical reactions and pathways involving any member of a large group of derivatives or analogs of porphyrin. Porphyrins consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group."
"lightgreen",96,96,8,0.000114605963919937,1,7,0.0729166666666667,0.0454545454545455,154,"GO:0031406","MF","carboxylic acid binding","Interacting selectively and non-covalently with a carboxylic acid, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
"lightgreen",96,96,9,0.000124220779821124,1,7,0.0729166666666667,0.0448717948717949,156,"GO:0043177","MF","organic acid binding","Interacting selectively and non-covalently with an organic acid, any acidic compound containing carbon in covalent linkage."
